ext	asm	
ext	asp	
ext	ass	󰨖
ext	avi	
ext	avif	
ext	avro	
ext	awk	
ext	bash	
ext	bat	
ext	bats	
ext	bdf	
ext	bib	
ext	bin	
ext	blend	󰂫
ext	bmp	
ext	br	
ext	brd	
ext	brep	󰻫
ext	bst	
ext	bundle	
ext	bz	
ext	bz2	
ext	bz3	
ext	c	
ext	c++	
ext	cab	
ext	cache	
ext	cast	
ext	catpart	󰻫
ext	catproduct	󰻫
ext	cbr	
ext	cbz	
ext	cc	
ext	cert	
ext	cfg	󱁻
ext	cjs	
ext	class	
ext	clj	
ext	cljc	
ext	cljs	
ext	cls	
ext	cmake	
ext	cmd	
ext	coffee	
ext	com	
ext	conda	
ext	conf	󱁻
ext	config	󱁻
ext	cow	󰆚
ext	cp	
ext	cpio	
ext	cpp	
ext	cr	
ext	cr2	
ext	crdownload	󰇚
ext	crt	
ext	cs	󰌛
ext	csh	
ext	cshtml	
ext	csproj	󰌛
ext	css	
ext	csv	
ext	csx	󰌛
ext	cts	
ext	cu	
ext	cue	󰲹
ext	cxx	
ext	d	
ext	dart	
ext	db	
ext	db3	
ext	dconf	
ext	deb	
ext	desktop	
ext	di	
ext	diff	
ext	djv	
ext	djvu	
ext	dll	
ext	dmg	
ext	doc	
ext	docm	
ext	docx	
ext	dot	󱁉
ext	download	󰇚
ext	dockerfile	
ext	dockerignore	
ext	drawio	
ext	dump	
ext	dvi	
ext	dwg	󰻫
ext	dxf	󰻫
ext	dylib	
ext	ebook	
ext	ebuild	
ext	edn	
ext	editorconfig	
ext	eex	
ext	ejs	
ext	el	
ext	elc	
ext	elf	
ext	elm	
ext	eml	
ext	env	
ext	eot	
ext	eps	󰕙
ext	epub	
ext	erb	
ext	erl	
ext	ex	
ext	exe	
ext	exs	
ext	f	󱈚
ext	f#	
ext	f3d	󰻫
ext	f3z	󰻫
ext	f90	󱈚
ext	fbx	󰆧
ext	fdmdownload	󰇚
ext	fcbak	
ext	fcmacro	
ext	fcmat	
ext	fcparam	
ext	fcscript	
ext	fcstd	
ext	fcstd1	
ext	fctb	
ext	fctl	
ext	fish	
ext	flac	
ext	flc	
ext	flf	
ext	flv	
ext	fnl	
ext	fnt	
ext	fodg	
ext	fodp	
ext	fods	
ext	fodt	
ext	fon	
ext	font	
ext	for	󱈚
ext	fs	
ext	fsi	
ext	fsproj	
ext	fsscript	
ext	fsx	
ext	gba	󱎓
ext	gbl	
ext	gbo	
ext	gbp	
ext	gbr	
ext	gbs	
ext	gcode	󰫴
ext	gd	
ext	gdoc	
ext	gem	
ext	gemfile	
ext	gemspec	
ext	gform	
ext	gif	
ext	git	󰊢
ext	gleam	󰦥
ext	gm1	
ext	gml	
ext	go	
ext	godot	
ext	gpg	󰦝
ext	gql	
ext	gradle	
ext	graphql	
ext	gresource	
ext	groovy	
ext	gsheet	
ext	gslides	
ext	gtl	
ext	gto	
ext	gtp	
ext	gts	
ext	guardfile	
ext	gv	󱁉
ext	gvy	
ext	gz	
ext	h	
ext	h++	
ext	h264	
ext	haml	
ext	hbs	
ext	hc	󰂢
ext	heic	
ext	heics	
ext	heif	
ext	hex	󱊧
ext	hh	
ext	hi	
ext	hpp	
ext	hrl	
ext	hs	
ext	htm	
ext	html	
ext	hxx	
ext	iam	󰻫
ext	ical	
ext	icalendar	
ext	ico	
ext	ics	
ext	ifb	
ext	ifc	󰻫
ext	ige	󰻫
ext	iges	󰻫
ext	igs	󰻫
ext	image	
ext	img	
ext	iml	
ext	info	
ext	ini	󱁻
ext	inl	
ext	ipynb	
ext	ino	
ext	ipt	󰻫
ext	iso	
ext	j2c	
ext	j2k	
ext	jad	
ext	jar	
ext	java	
ext	jwmrc	
ext	jfi	
ext	jfif	
ext	jif	
ext	jl	
ext	jmd	
ext	jp2	
ext	jpe	
ext	jpeg	
ext	jpf	
ext	jpg	
ext	jpx	
ext	js	
ext	json	
ext	json5	
ext	jsonc	
ext	jsx	
ext	jxl	
ext	kbx	󰯄
ext	kdb	
ext	kdbx	
ext	kdenlive	
ext	kdenlivetitle	
ext	key	
ext	kicad_dru	
ext	kicad_mod	
ext	kicad_pcb	
ext	kicad_prl	
ext	kicad_pro	
ext	kicad_sch	
ext	kicad_sym	
ext	kicad_wks	
ext	ko	
ext	kpp	
ext	kra	
ext	krz	
